index,mode,in_air,altitude_agl_m,horizontal_distance_to_dock_m,north_m,east_m,down_m,roll_deg,pitch_deg,yaw_deg,target_x_m,target_y_m,target_z_m
41,return_to_launch,True,4.13301944732666,0.04274224642427301,-0.004021709319204092,0.04255262017250061,-4.13301944732666,-0.11070555448532104,-0.18514756858348846,90.99928283691406,-0.003278485904200874,-5.718513549048121e-05,0.0
42,return_to_launch,True,3.9030137062072754,0.02910612106258407,-0.013678495772182941,0.02569173090159893,-3.9030137062072754,0.1711444854736328,-0.2590009272098541,90.97217559814453,-1.734723475976807e-18,3.469446951953614e-18,0.0
43,return_to_launch,True,3.691227674484253,0.031906275087545156,-0.03168686106801033,-0.0037354016676545143,-3.691227674484253,-0.1353798657655716,-0.38374507427215576,90.98938751220703,5.5042707819911996e-05,-0.0031872257746671396,0.0
44,return_to_launch,True,3.5764362812042236,0.04106857103589496,-0.03929576277732849,-0.011936102993786335,-3.5764362812042236,-0.18104113638401031,-0.5539993643760681,90.98294067382812,0.0,-1.734723475976807e-18,0.0
45,return_to_launch,True,3.3642849922180176,0.04642821933244784,-0.03043564409017563,-0.03506067767739296,-3.3642849922180176,-0.14806704223155975,-0.6102472543716431,91.02730560302734,3.469446951953614e-18,0.0,0.0
46,return_to_launch,True,3.242445945739746,0.046318520753870294,-0.026432335376739502,-0.03803599625825882,-3.242445945739746,0.1291346400976181,-0.683871865272522,90.97482299804688,0.0,6.938893903907228e-18,0.0
47,return_to_launch,True,3.0356051921844482,0.03204466449298531,-0.01873791590332985,-0.02599521167576313,-3.0356051921844482,0.2365596890449524,-0.47337910532951355,90.93192291259766,0.0,0.0,0.0
48,return_to_launch,True,2.9031126499176025,0.019380780080056396,-0.01285578217357397,-0.014503223821520805,-2.9031126499176025,0.280871719121933,-0.23825134336948395,90.93621826171875,1.734723475976807e-18,1.734723475976807e-18,0.0
49,return_to_launch,True,2.8367919921875,0.010838846870756456,-0.010741346515715122,-0.001450543524697423,-2.8367919921875,0.3165069818496704,-0.10284440219402313,90.95913696289062,2.126792872872603e-05,-0.001270359473016663,0.0
50,return_to_launch,True,2.6818130016326904,0.029258861418165926,-0.004982513375580311,0.02883150242269039,-2.6818130016326904,0.3233809769153595,0.17461425065994263,90.93746948242188,-0.004509524802923233,-7.379111018093396e-05,0.0
51,return_to_launch,True,2.598281145095825,0.037323266257973095,0.004194796551018953,0.037086788564920425,-2.598281145095825,0.39227500557899475,0.3179900646209717,90.89064025878906,8.673617379884035e-19,0.0,0.0
52,return_to_launch,True,2.4323604106903076,0.04569199348165679,-0.0008374167373403907,0.045684318989515305,-2.4323604106903076,0.48656582832336426,0.287147581577301,90.94892883300781,-8.070480127135408e-05,-1.3367496959765246e-06,0.0
53,return_to_launch,True,2.270463228225708,0.05449704717013876,-0.020873786881566048,0.05034096911549568,-2.270463228225708,0.16589424014091492,0.2543169856071472,91.01383972167969,0.0,-6.938893903907228e-18,0.0
54,return_to_launch,True,2.1949105262756348,0.05419422164741288,-0.014834702014923096,0.052124325186014175,-2.1949105262756348,0.0724838450551033,0.21602259576320648,90.99686431884766,1.734723475976807e-18,6.938893903907228e-18,0.0
55,return_to_launch,True,2.063943386077881,0.0506457199501613,-0.009169746190309525,0.04980868101119995,-2.063943386077881,0.2010761946439743,0.15040336549282074,91.04753875732422,0.0,0.0,0.0
56,return_to_launch,True,1.9946746826171875,0.05120906561932204,-0.016188738867640495,0.04858284816145897,-1.9946746826171875,0.2186192274093628,0.07611849159002304,91.02965545654297,3.469446951953614e-18,0.0,0.0
57,return_to_launch,True,1.8733915090560913,0.05003766466545895,-0.006563085131347179,0.04960538074374199,-1.8733915090560913,0.17060944437980652,0.026586858555674553,90.952392578125,8.673617379884035e-19,0.0,0.0
58,return_to_launch,True,1.7516323328018188,0.04287750796728072,-0.0009985166834667325,0.04286587983369827,-1.7516323328018188,0.3011191487312317,-0.0025353606324642897,90.95116424560547,-0.00028675802798754904,-4.76089241941563e-06,0.0
59,return_to_launch,True,1.693671703338623,0.031079112700935607,0.0008079091785475612,0.03106861002743244,-1.693671703338623,0.3205356299877167,-0.08571687340736389,90.94203186035156,0.0013184150897422276,2.1678751137493152e-05,0.0
